Age,Gender,City,Occupation,Monthly_Income,Orders_Per_Week,Apps_Used,Delivery_Speed_Importance,Food_Quality_Importance,Willingness_Wait_Extra,Multi_Restaurant_Order,Diet_Preferences,Open_Personalized_Suggestions,Important_Features,Group_Order_Frequency,Spend_Per_Order,Max_Premium_Pay,Promotion_Motivation,Stopped_Using_App,Reason_Stopped,EcoFriendly_Packaging_Importance,Trust_AI_Recommendations,Comfortable_Sharing_Data,Emotional_Connection_App,Willingness_Try_App
24,Female,Hyderabad,Student,20000-50000,1-2,"Uber Eats, Talabat, Zomato",4,5,4,Yes,No preference,Yes,"Fast delivery, Ethical sourcing, Discounts",Sometimes,801-1200,601-800,Free delivery,Yes,Poor Customer Service,1,Yes,No,1,1
29,Female,Bangalore,Self-employed,<20000,1-2,"Zomato, Swiggy",1,5,3,No,Other,Yes,"Combo offers, Fast delivery, Discounts",Often,501-800,<400,Combo deals,No,NA,4,Maybe,No,2,5
25,Male,Hyderabad,Self-employed,80001-120000,1-2,Talabat,3,3,5,Yes,No preference,Yes,"Fresh food, Ethical sourcing, Discounts",Sometimes,250-500,601-800,Loyalty points,Yes,High Cost,5,Yes,Yes,3,4
23,Male,Bangalore,Student,20000-50000,3-5,"Zomato, Deliveroo",3,3,1,Yes,Other,Yes,"Fast delivery, Ethical sourcing, Combo offers",Sometimes,<250,400-600,Loyalty points,No,NA,1,Maybe,Yes,3,2
34,Female,Delhi,Currently Unemployed,20000-50000,<1,"Swiggy, Others",4,4,3,Yes,Vegetarian,No,"Discounts, Fresh food, Fast delivery",Rarely,250-500,801-1000,Loyalty points,Yes,Delayed Delivery,5,Maybe,Yes,5,4
39,Male,Delhi,Homemaker,80001-120000,3-5,Uber Eats,5,3,2,No,No preference,Yes,"Fresh food, Fast delivery, Combo offers",Sometimes,250-500,400-600,Free delivery,Yes,High Cost,4,Yes,No,5,2
23,Male,Pune,Student,50001-80000,1-2,"Swiggy, Zomato, Talabat",5,5,3,Yes,No preference,Yes,"Discounts, Ethical sourcing, Combo offers",Sometimes,501-800,400-600,Free delivery,No,NA,3,Maybe,Yes,1,1
32,Male,Kolkata,Employed - Full Time,<20000,1-2,Others,5,4,5,Yes,Vegan,No,"Ethical sourcing, Sustainability, Fast delivery",Sometimes,<250,400-600,Free delivery,No,NA,4,Maybe,Yes,3,2
26,Female,Delhi,Employed - Part Time,50001-80000,1-2,Zomato,4,5,5,Yes,No preference,Yes,"Discounts, Sustainability, Fresh food",Often,250-500,801-1000,Loyalty points,No,NA,5,Maybe,Yes,1,5
27,Female,Kolkata,Homemaker,20000-50000,1-2,Others,1,4,1,No,No preference,Yes,"Combo offers, Sustainability, Fast delivery",Often,801-1200,601-800,Combo deals,No,NA,4,Yes,Yes,3,5
27,Male,Kolkata,Employed - Full Time,50001-80000,3-5,Zomato,3,5,4,No,Vegetarian,Yes,"Combo offers, Ethical sourcing, Discounts",Rarely,501-800,<400,Combo deals,No,NA,4,Yes,Yes,2,4
25,Male,Pune,Homemaker,50001-80000,3-5,"Swiggy, Uber Eats, Talabat",5,5,4,Yes,Vegan,Yes,"Fresh food, Fast delivery, Discounts",Rarely,501-800,801-1000,Free delivery,No,NA,4,Yes,No,5,3
30,Male,Mumbai,Employed - Full Time,50001-80000,3-5,"Talabat, Others, Deliveroo",3,1,2,Yes,No preference,No,"Fast delivery, Fresh food, Sustainability",Rarely,501-800,400-600,Combo deals,No,NA,4,Yes,Yes,4,4
25,Female,Mumbai,Employed - Part Time,20000-50000,>5,"Deliveroo, Uber Eats",2,3,2,No,Vegan,No,"Combo offers, Sustainability, Ethical sourcing",Sometimes,250-500,601-800,Loyalty points,No,NA,2,Yes,Yes,1,4
31,Female,Chennai,Employed - Part Time,80001-120000,3-5,Talabat,4,4,5,Yes,Vegan,No,"Ethical sourcing, Sustainability, Fast delivery",Rarely,<250,601-800,Free delivery,Yes,Other,1,Yes,No,4,4
29,Male,Pune,Self-employed,<20000,1-2,"Deliveroo, Talabat",3,5,5,Yes,Keto,No,"Ethical sourcing, Fast delivery, Sustainability",Rarely,501-800,<400,Free delivery,Yes,Limited Food Choices,2,Maybe,Yes,3,5
28,Male,Chennai,Currently Unemployed,20000-50000,1-2,"Uber Eats, Swiggy",3,3,5,No,Vegetarian,Yes,"Combo offers, Ethical sourcing, Sustainability",Rarely,501-800,>1000,Loyalty points,No,NA,3,No,No,3,4
25,Male,Chennai,Employed - Full Time,20000-50000,1-2,"Uber Eats, Others",5,5,4,No,No preference,No,"Fresh food, Sustainability, Ethical sourcing",Rarely,250-500,400-600,Free delivery,No,NA,3,Maybe,Yes,3,4
27,Female,Mumbai,Self-employed,<20000,<1,"Deliveroo, Swiggy",5,5,4,Yes,Keto,No,"Fresh food, Fast delivery, Combo offers",Rarely,<250,<400,Loyalty points,Yes,Poor Food Quality,4,Maybe,Yes,4,5
33,Female,Pune,Employed - Full Time,20000-50000,3-5,"Deliveroo, Zomato, Uber Eats",3,5,3,Yes,No preference,Yes,"Discounts, Fresh food, Sustainability",Rarely,501-800,801-1000,Free delivery,Yes,Poor Food Quality,4,Yes,No,4,4
32,Male,Mumbai,Self-employed,80001-120000,1-2,"Uber Eats, Zomato, Deliveroo",5,4,2,Yes,No preference,Yes,"Combo offers, Fresh food, Fast delivery",Sometimes,<250,601-800,Combo deals,No,NA,1,No,Yes,4,4
25,Male,Chennai,Employed - Part Time,80001-120000,<1,"Swiggy, Deliveroo, Uber Eats",4,5,1,Yes,Gluten-free,Yes,"Sustainability, Combo offers, Fresh food",Rarely,<250,<400,Free delivery,No,NA,1,Maybe,Yes,3,4
30,Male,Pune,Homemaker,20000-50000,<1,"Others, Swiggy",4,3,4,No,Vegetarian,Yes,"Fresh food, Sustainability, Fast delivery",Rarely,250-500,<400,Free delivery,No,NA,2,Yes,Yes,4,3
33,Other,Chennai,Retired,20000-50000,1-2,"Zomato, Deliveroo",1,4,4,No,No preference,Yes,"Discounts, Ethical sourcing, Fast delivery",Often,250-500,601-800,Free delivery,Yes,Delayed Delivery,4,Yes,No,5,4
21,Male,Hyderabad,Self-employed,20000-50000,1-2,"Swiggy, Deliveroo, Zomato",2,5,4,No,Keto,No,"Ethical sourcing, Sustainability, Fresh food",Often,<250,<400,Cashback,No,NA,1,Maybe,No,3,4
32,Female,Kolkata,Employed - Full Time,20000-50000,1-2,"Swiggy, Talabat, Zomato",4,5,5,Yes,Vegetarian,No,"Discounts, Fast delivery, Ethical sourcing",Rarely,<250,801-1000,Combo deals,Yes,Other,4,Yes,Yes,2,3
26,Female,Pune,Employed - Full Time,<20000,1-2,"Others, Uber Eats",5,4,5,Yes,No preference,Yes,"Fresh food, Combo offers, Sustainability",Rarely,501-800,601-800,Loyalty points,Yes,Other,4,Maybe,No,4,1
32,Male,Pune,Retired,80001-120000,1-2,Deliveroo,4,4,5,Yes,No preference,Yes,"Fresh food, Ethical sourcing, Combo offers",Sometimes,250-500,400-600,Cashback,Yes,Poor Food Quality,4,Maybe,Yes,5,5
26,Male,Kolkata,Currently Unemployed,20000-50000,1-2,"Talabat, Others",2,4,2,Yes,No preference,No,"Discounts, Combo offers, Ethical sourcing",Rarely,250-500,400-600,Combo deals,No,NA,5,Yes,Yes,2,4
20,Male,Chennai,Employed - Part Time,20000-50000,<1,Swiggy,2,5,4,No,Other,Yes,"Discounts, Sustainability, Fresh food",Rarely,250-500,400-600,Free delivery,No,NA,3,Maybe,No,3,3
21,Female,Hyderabad,Employed - Full Time,<20000,<1,"Talabat, Swiggy, Uber Eats",5,4,4,Yes,No preference,Yes,"Combo offers, Sustainability, Discounts",Rarely,>1200,400-600,Free delivery,No,NA,3,Yes,No,1,3
30,Female,Bangalore,Student,80001-120000,1-2,Swiggy,2,5,3,Yes,No preference,Yes,"Combo offers, Discounts, Fast delivery",Rarely,<250,601-800,Loyalty points,Yes,Delayed Delivery,3,Maybe,Yes,4,4
31,Female,Kolkata,Homemaker,50001-80000,1-2,"Talabat, Zomato, Others",4,5,5,Yes,No preference,No,"Fast delivery, Sustainability, Ethical sourcing",Sometimes,<250,>1000,Loyalty points,No,NA,1,Maybe,Yes,5,2
25,Female,Mumbai,Self-employed,80001-120000,<1,"Talabat, Deliveroo",1,5,5,No,Vegan,No,"Discounts, Fast delivery, Ethical sourcing",Often,501-800,400-600,Combo deals,No,NA,2,Yes,Yes,3,1
33,Male,Chennai,Currently Unemployed,50001-80000,1-2,Deliveroo,2,4,2,No,Vegetarian,Yes,"Sustainability, Discounts, Fresh food",Sometimes,<250,400-600,Combo deals,No,NA,5,No,No,3,5
21,Other,Kolkata,Retired,20000-50000,<1,"Swiggy, Talabat",4,5,1,No,No preference,Yes,"Ethical sourcing, Combo offers, Discounts",Sometimes,250-500,<400,Loyalty points,No,NA,3,No,No,5,4
29,Female,Kolkata,Homemaker,20000-50000,1-2,"Deliveroo, Swiggy, Others",4,5,4,Yes,No preference,No,"Ethical sourcing, Fresh food, Fast delivery",Sometimes,250-500,601-800,Combo deals,Yes,Delayed Delivery,5,Yes,Yes,2,3
23,Male,Pune,Employed - Part Time,50001-80000,1-2,Others,3,5,4,Yes,Vegetarian,Yes,"Fresh food, Discounts, Combo offers",Sometimes,>1200,601-800,Loyalty points,No,NA,3,Maybe,No,4,2
26,Other,Mumbai,Currently Unemployed,20000-50000,1-2,"Zomato, Uber Eats, Others",3,4,5,Yes,Vegetarian,Yes,"Fresh food, Ethical sourcing, Combo offers",Sometimes,801-1200,601-800,Free delivery,No,NA,5,Yes,No,3,4
30,Female,Mumbai,Self-employed,50001-80000,3-5,"Talabat, Zomato",5,3,2,Yes,Vegetarian,Yes,"Combo offers, Ethical sourcing, Fast delivery",Rarely,801-1200,<400,Loyalty points,No,NA,5,No,No,3,3
25,Female,Mumbai,Self-employed,<20000,1-2,Others,3,3,1,Yes,No preference,Yes,"Combo offers, Sustainability, Ethical sourcing",Sometimes,<250,801-1000,Cashback,No,NA,3,Yes,Yes,3,4
28,Female,Kolkata,Retired,<20000,>5,"Uber Eats, Zomato, Talabat",4,5,3,Yes,No preference,Yes,"Ethical sourcing, Fresh food, Fast delivery",Often,801-1200,400-600,Loyalty points,Yes,Limited Food Choices,3,No,Yes,3,3
35,Female,Bangalore,Student,50001-80000,1-2,"Deliveroo, Swiggy, Uber Eats",5,5,1,Yes,No preference,Yes,"Discounts, Ethical sourcing, Fresh food",Rarely,<250,601-800,Loyalty points,No,NA,4,Maybe,Yes,5,3
27,Female,Delhi,Retired,50001-80000,1-2,"Others, Talabat",2,5,1,Yes,No preference,No,"Combo offers, Sustainability, Discounts",Often,501-800,601-800,Cashback,No,NA,5,No,Yes,5,4
34,Male,Chennai,Employed - Part Time,50001-80000,1-2,Uber Eats,5,4,5,Yes,No preference,Yes,"Combo offers, Fresh food, Sustainability",Sometimes,501-800,601-800,Cashback,Yes,Poor Food Quality,4,Maybe,No,4,5
24,Male,Delhi,Currently Unemployed,<20000,1-2,"Talabat, Deliveroo, Uber Eats",3,3,3,Yes,Keto,No,"Sustainability, Fresh food, Combo offers",Sometimes,<250,400-600,Cashback,No,NA,2,Maybe,No,2,3
32,Female,Kolkata,Currently Unemployed,50001-80000,1-2,"Swiggy, Zomato, Uber Eats",4,4,3,Yes,Vegetarian,No,"Ethical sourcing, Discounts, Sustainability",Rarely,501-800,400-600,Cashback,Yes,Delayed Delivery,4,Yes,Yes,3,3
37,Male,Delhi,Employed - Full Time,20000-50000,1-2,Deliveroo,3,4,1,Yes,Vegetarian,Yes,"Ethical sourcing, Fresh food, Discounts",Sometimes,<250,<400,Loyalty points,Yes,Poor Customer Service,3,Yes,No,3,3
18,Male,Kolkata,Student,<20000,<1,"Others, Uber Eats",5,3,3,Yes,No preference,Yes,"Discounts, Fast delivery, Sustainability",Often,250-500,601-800,Combo deals,No,NA,5,Yes,Yes,5,4
26,Male,Delhi,Student,20000-50000,<1,"Uber Eats, Deliveroo, Zomato",3,5,4,Yes,Vegetarian,Yes,"Fast delivery, Fresh food, Discounts",Sometimes,801-1200,<400,Cashback,No,NA,5,Yes,Yes,3,5
32,Male,Mumbai,Currently Unemployed,20000-50000,1-2,"Uber Eats, Swiggy, Others",3,5,4,No,No preference,No,"Sustainability, Discounts, Combo offers",Rarely,<250,400-600,Free delivery,Yes,Other,2,Yes,Yes,5,4
28,Female,Hyderabad,Currently Unemployed,20000-50000,1-2,"Uber Eats, Swiggy, Talabat",5,5,4,No,No preference,Yes,"Combo offers, Fast delivery, Fresh food",Rarely,<250,<400,Loyalty points,Yes,Poor Food Quality,3,Maybe,Yes,5,5
31,Female,Mumbai,Homemaker,20000-50000,1-2,Others,4,4,3,Yes,Keto,Yes,"Ethical sourcing, Fresh food, Combo offers",Sometimes,250-500,601-800,Combo deals,Yes,Poor Food Quality,2,Maybe,Yes,3,2
26,Male,Mumbai,Homemaker,20000-50000,<1,"Talabat, Others, Swiggy",4,4,3,Yes,Other,Yes,"Fast delivery, Discounts, Sustainability",Sometimes,801-1200,400-600,Free delivery,Yes,Limited Food Choices,5,Yes,Yes,4,5
30,Male,Pune,Homemaker,<20000,3-5,Deliveroo,3,4,3,Yes,No preference,Yes,"Fast delivery, Combo offers, Discounts",Sometimes,<250,601-800,Loyalty points,Yes,Poor Customer Service,5,Yes,No,5,3
29,Male,Pune,Student,<20000,3-5,Others,4,5,3,No,Vegetarian,No,"Ethical sourcing, Discounts, Fresh food",Often,250-500,601-800,Loyalty points,Yes,Poor Customer Service,2,Yes,Yes,4,1
35,Female,Delhi,Employed - Full Time,20000-50000,3-5,Others,1,3,4,No,Keto,Yes,"Sustainability, Fresh food, Combo offers",Sometimes,801-1200,601-800,Free delivery,Yes,Limited Food Choices,4,Maybe,Yes,4,3
31,Female,Kolkata,Self-employed,<20000,1-2,"Uber Eats, Talabat",1,5,3,Yes,No preference,Yes,"Ethical sourcing, Fresh food, Combo offers",Sometimes,<250,<400,Cashback,No,NA,5,Yes,Yes,4,3
31,Male,Mumbai,Homemaker,50001-80000,3-5,"Deliveroo, Others",4,4,4,Yes,Vegetarian,Yes,"Fast delivery, Discounts, Sustainability",Rarely,250-500,601-800,Cashback,No,NA,2,No,No,1,4
27,Female,Delhi,Employed - Full Time,20000-50000,3-5,Talabat,3,5,2,Yes,Vegan,No,"Fast delivery, Sustainability, Fresh food",Rarely,501-800,400-600,Free delivery,No,NA,3,No,Yes,3,4
27,Female,Pune,Retired,20000-50000,1-2,"Zomato, Others",5,5,4,Yes,No preference,Yes,"Combo offers, Fresh food, Sustainability",Sometimes,250-500,<400,Combo deals,No,NA,3,Maybe,No,2,4
27,Female,Hyderabad,Employed - Part Time,20000-50000,1-2,Others,5,4,5,Yes,No preference,Yes,"Fresh food, Ethical sourcing, Combo offers",Often,501-800,<400,Cashback,Yes,Delayed Delivery,1,Yes,Yes,2,2
31,Female,Chennai,Homemaker,50001-80000,3-5,"Swiggy, Uber Eats",4,5,4,Yes,Keto,Yes,"Sustainability, Fresh food, Fast delivery",Sometimes,<250,400-600,Loyalty points,No,NA,1,Yes,Yes,4,4
27,Male,Delhi,Retired,80001-120000,1-2,Talabat,5,3,4,Yes,No preference,Yes,"Sustainability, Discounts, Ethical sourcing",Sometimes,801-1200,<400,Loyalty points,No,NA,5,Yes,No,3,3
31,Female,Hyderabad,Self-employed,50001-80000,1-2,Swiggy,4,5,5,Yes,No preference,No,"Fast delivery, Combo offers, Fresh food",Rarely,801-1200,400-600,Combo deals,No,NA,4,Yes,Yes,2,4
40,Male,Chennai,Employed - Part Time,50001-80000,<1,"Zomato, Swiggy, Talabat",2,4,4,No,Vegetarian,No,"Fresh food, Ethical sourcing, Fast delivery",Often,<250,<400,Loyalty points,Yes,Delayed Delivery,3,Maybe,Yes,3,1
34,Female,Bangalore,Employed - Part Time,20000-50000,<1,"Swiggy, Zomato",4,4,3,No,No preference,No,"Combo offers, Sustainability, Ethical sourcing",Often,<250,400-600,Cashback,Yes,Other,4,Yes,Yes,5,1
28,Female,Delhi,Self-employed,50001-80000,3-5,"Others, Talabat, Deliveroo",3,5,3,Yes,Keto,Yes,"Combo offers, Fresh food, Ethical sourcing",Sometimes,>1200,<400,Combo deals,No,NA,5,Yes,Yes,4,4
36,Female,Delhi,Homemaker,50001-80000,1-2,"Zomato, Uber Eats",3,5,4,Yes,Vegetarian,No,"Fast delivery, Discounts, Combo offers",Rarely,250-500,400-600,Cashback,No,NA,4,Maybe,No,1,5
27,Female,Bangalore,Student,20000-50000,1-2,"Others, Zomato, Talabat",5,4,4,Yes,No preference,Yes,"Fast delivery, Ethical sourcing, Sustainability",Sometimes,250-500,801-1000,Combo deals,No,NA,3,Yes,Yes,5,4
19,Male,Bangalore,Self-employed,20000-50000,<1,"Others, Uber Eats",4,5,3,Yes,No preference,No,"Fast delivery, Sustainability, Combo offers",Often,501-800,400-600,Free delivery,Yes,High Cost,2,Yes,Yes,3,1
24,Female,Delhi,Self-employed,20000-50000,1-2,"Deliveroo, Uber Eats",5,4,3,Yes,Vegetarian,Yes,"Fresh food, Combo offers, Ethical sourcing",Sometimes,501-800,400-600,Loyalty points,Yes,Poor Customer Service,5,Maybe,Yes,4,3
20,Prefer not to say,Bangalore,Self-employed,80001-120000,1-2,Deliveroo,3,4,5,Yes,No preference,Yes,"Ethical sourcing, Discounts, Fast delivery",Sometimes,501-800,400-600,Combo deals,No,NA,3,Maybe,Yes,4,3
28,Female,Mumbai,Employed - Part Time,50001-80000,<1,"Uber Eats, Talabat",4,5,2,No,No preference,Yes,"Fresh food, Combo offers, Discounts",Rarely,<250,<400,Free delivery,No,NA,2,Yes,Yes,5,4
30,Male,Chennai,Employed - Full Time,50001-80000,3-5,"Uber Eats, Deliveroo, Swiggy",2,4,3,Yes,No preference,Yes,"Fresh food, Discounts, Fast delivery",Rarely,250-500,<400,Cashback,Yes,Other,4,Maybe,Yes,4,4
38,Male,Chennai,Retired,20000-50000,<1,Swiggy,4,4,1,Yes,Vegetarian,Yes,"Fresh food, Combo offers, Discounts",Rarely,801-1200,<400,Free delivery,No,NA,1,Maybe,Yes,2,3
31,Male,Chennai,Student,20000-50000,1-2,"Others, Talabat",4,5,4,Yes,No preference,No,"Fresh food, Ethical sourcing, Sustainability",Often,501-800,>1000,Cashback,Yes,Poor Food Quality,5,Yes,Yes,3,4
28,Female,Mumbai,Homemaker,<20000,1-2,Talabat,4,3,1,Yes,Vegetarian,Yes,"Fast delivery, Sustainability, Ethical sourcing",Sometimes,501-800,601-800,Combo deals,No,NA,4,No,Yes,3,4
34,Female,Kolkata,Homemaker,20000-50000,1-2,"Swiggy, Zomato",3,5,4,Yes,Vegan,No,"Combo offers, Fresh food, Ethical sourcing",Sometimes,>1200,601-800,Combo deals,No,NA,3,No,Yes,3,4
18,Male,Bangalore,Retired,80001-120000,3-5,"Talabat, Others",1,4,1,No,No preference,Yes,"Sustainability, Fresh food, Fast delivery",Rarely,501-800,>1000,Loyalty points,No,NA,3,Maybe,Yes,3,2
31,Female,Hyderabad,Employed - Full Time,50001-80000,3-5,"Swiggy, Deliveroo, Others",2,2,4,No,No preference,Yes,"Fast delivery, Fresh food, Discounts",Often,250-500,801-1000,Loyalty points,Yes,Other,4,Maybe,No,3,4
33,Female,Bangalore,Self-employed,20000-50000,3-5,"Swiggy, Uber Eats, Talabat",4,3,4,Yes,No preference,No,"Ethical sourcing, Fresh food, Discounts",Often,501-800,601-800,Combo deals,Yes,Delayed Delivery,4,Yes,Yes,3,3
22,Female,Delhi,Student,80001-120000,<1,Talabat,5,5,3,Yes,Keto,Yes,"Combo offers, Fast delivery, Sustainability",Rarely,250-500,601-800,Cashback,No,NA,5,No,No,2,5
35,Female,Pune,Homemaker,20000-50000,<1,Deliveroo,3,5,3,No,Vegan,Yes,"Fast delivery, Sustainability, Ethical sourcing",Often,<250,400-600,Cashback,Yes,Other,4,Yes,Yes,3,5
31,Female,Chennai,Retired,>120000,1-2,"Zomato, Talabat",4,2,3,Yes,No preference,No,"Ethical sourcing, Discounts, Fresh food",Rarely,250-500,<400,Combo deals,No,NA,4,Yes,No,4,3
27,Female,Bangalore,Currently Unemployed,20000-50000,1-2,Swiggy,5,2,3,No,Keto,Yes,"Combo offers, Discounts, Fast delivery",Rarely,501-800,400-600,Cashback,No,NA,5,Yes,Yes,3,3
33,Male,Hyderabad,Retired,20000-50000,3-5,"Talabat, Deliveroo, Zomato",4,5,4,Yes,No preference,Yes,"Sustainability, Ethical sourcing, Combo offers",Rarely,>1200,400-600,Combo deals,Yes,Limited Food Choices,4,No,Yes,5,3
41,Female,Delhi,Homemaker,20000-50000,3-5,Others,4,3,3,Yes,Keto,No,"Ethical sourcing, Sustainability, Combo offers",Often,250-500,>1000,Loyalty points,No,NA,4,No,No,1,4
30,Female,Mumbai,Self-employed,<20000,3-5,"Uber Eats, Zomato",5,5,4,Yes,Other,Yes,"Ethical sourcing, Discounts, Fast delivery",Often,250-500,400-600,Cashback,Yes,Delayed Delivery,5,Yes,No,3,5
31,Female,Kolkata,Currently Unemployed,<20000,3-5,"Swiggy, Uber Eats",3,4,2,Yes,No preference,No,"Discounts, Combo offers, Fresh food",Rarely,250-500,601-800,Loyalty points,No,NA,5,Maybe,Yes,3,3
27,Female,Mumbai,Employed - Full Time,50001-80000,3-5,"Others, Uber Eats",3,5,2,No,No preference,Yes,"Fresh food, Combo offers, Discounts",Sometimes,501-800,400-600,Free delivery,No,NA,4,Maybe,Yes,1,5
25,Female,Hyderabad,Student,80001-120000,1-2,"Talabat, Uber Eats",1,4,3,Yes,No preference,Yes,"Sustainability, Fresh food, Discounts",Sometimes,501-800,<400,Loyalty points,No,NA,5,Maybe,Yes,2,4
34,Male,Delhi,Employed - Full Time,50001-80000,1-2,"Uber Eats, Talabat",5,5,4,Yes,No preference,Yes,"Fast delivery, Ethical sourcing, Discounts",Often,250-500,400-600,Free delivery,Yes,Poor Customer Service,4,Yes,Yes,5,5
25,Male,Chennai,Employed - Full Time,<20000,1-2,"Swiggy, Zomato, Others",5,5,3,Yes,Vegan,Yes,"Fast delivery, Sustainability, Discounts",Rarely,501-800,400-600,Loyalty points,No,NA,4,Maybe,Yes,3,4
30,Male,Bangalore,Retired,50001-80000,<1,"Deliveroo, Zomato, Swiggy",4,4,4,No,Vegan,Yes,"Fast delivery, Discounts, Combo offers",Sometimes,250-500,400-600,Loyalty points,No,NA,3,Maybe,No,3,4
27,Male,Delhi,Student,<20000,<1,Uber Eats,2,3,2,Yes,No preference,No,"Combo offers, Ethical sourcing, Discounts",Sometimes,250-500,400-600,Cashback,Yes,High Cost,5,Yes,Yes,3,4
32,Female,Kolkata,Student,<20000,1-2,Zomato,3,5,1,No,Vegetarian,Yes,"Fast delivery, Sustainability, Fresh food",Rarely,250-500,<400,Loyalty points,Yes,Delayed Delivery,3,Yes,Yes,4,5
31,Prefer not to say,Mumbai,Homemaker,50001-80000,3-5,"Swiggy, Talabat",2,5,4,Yes,No preference,Yes,"Combo offers, Fast delivery, Sustainability",Rarely,801-1200,400-600,Combo deals,Yes,Poor Customer Service,1,Maybe,Yes,3,3
35,Male,Kolkata,Homemaker,50001-80000,<1,"Zomato, Talabat",1,1,4,Yes,Vegetarian,Yes,"Fast delivery, Sustainability, Fresh food",Sometimes,<250,400-600,Cashback,No,NA,5,No,No,4,5
27,Male,Kolkata,Student,<20000,3-5,Others,4,1,1,Yes,Vegetarian,Yes,"Ethical sourcing, Discounts, Fast delivery",Rarely,501-800,400-600,Cashback,No,NA,3,No,No,3,4
28,Female,Hyderabad,Currently Unemployed,<20000,3-5,Uber Eats,5,5,4,Yes,Gluten-free,Yes,"Fresh food, Combo offers, Discounts",Often,250-500,400-600,Cashback,No,NA,3,Yes,Yes,3,4
25,Male,Hyderabad,Employed - Part Time,>120000,1-2,"Uber Eats, Deliveroo, Talabat",5,4,3,Yes,Other,Yes,"Ethical sourcing, Combo offers, Sustainability",Rarely,250-500,<400,Loyalty points,No,NA,3,No,Yes,2,5
27,Female,Bangalore,Homemaker,<20000,<1,"Swiggy, Uber Eats, Others",4,5,4,Yes,No preference,Yes,"Fresh food, Sustainability, Fast delivery",Often,250-500,<400,Cashback,No,NA,3,Yes,Yes,4,5
31,Female,Hyderabad,Employed - Part Time,20000-50000,<1,Zomato,2,4,5,Yes,No preference,Yes,"Fresh food, Fast delivery, Discounts",Rarely,250-500,400-600,Free delivery,Yes,Delayed Delivery,4,Yes,Yes,4,5
33,Female,Hyderabad,Retired,50001-80000,3-5,Talabat,3,5,5,Yes,Other,Yes,"Ethical sourcing, Fast delivery, Fresh food",Rarely,250-500,400-600,Free delivery,Yes,Poor Customer Service,2,Yes,Yes,3,3
25,Male,Delhi,Currently Unemployed,<20000,3-5,"Swiggy, Deliveroo",3,5,4,Yes,Vegetarian,Yes,"Ethical sourcing, Combo offers, Fast delivery",Rarely,501-800,400-600,Loyalty points,Yes,Other,2,Yes,No,1,5
34,Male,Chennai,Student,20000-50000,3-5,"Others, Zomato",4,5,3,Yes,Vegetarian,Yes,"Ethical sourcing, Combo offers, Fresh food",Sometimes,250-500,801-1000,Cashback,No,NA,3,Maybe,No,3,4
36,Female,Bangalore,Currently Unemployed,20000-50000,1-2,"Others, Swiggy, Zomato",5,3,4,No,No preference,Yes,"Combo offers, Sustainability, Ethical sourcing",Sometimes,501-800,<400,Combo deals,No,NA,3,Maybe,Yes,2,4
32,Female,Delhi,Homemaker,50001-80000,<1,"Talabat, Uber Eats",3,5,3,Yes,No preference,Yes,"Sustainability, Fresh food, Fast delivery",Rarely,250-500,<400,Combo deals,No,NA,2,Yes,Yes,3,5
39,Male,Chennai,Employed - Full Time,50001-80000,<1,Talabat,3,4,1,No,Gluten-free,No,"Fast delivery, Ethical sourcing, Fresh food",Rarely,250-500,400-600,Free delivery,Yes,High Cost,4,No,Yes,4,3
26,Female,Kolkata,Retired,50001-80000,3-5,"Swiggy, Talabat",1,5,3,Yes,Other,No,"Fast delivery, Ethical sourcing, Sustainability",Sometimes,250-500,400-600,Loyalty points,No,NA,3,Yes,Yes,4,2
23,Male,Delhi,Student,>120000,<1,"Others, Zomato, Talabat",3,5,5,Yes,Vegan,Yes,"Fresh food, Ethical sourcing, Combo offers",Sometimes,>1200,400-600,Loyalty points,No,NA,1,Yes,No,2,4
21,Female,Pune,Self-employed,50001-80000,1-2,"Talabat, Swiggy, Zomato",4,2,5,Yes,Vegetarian,Yes,"Discounts, Ethical sourcing, Combo offers",Sometimes,250-500,601-800,Loyalty points,No,NA,5,Maybe,Yes,5,2
37,Male,Delhi,Retired,20000-50000,1-2,"Swiggy, Zomato",2,5,2,Yes,No preference,No,"Ethical sourcing, Combo offers, Fresh food",Rarely,250-500,601-800,Loyalty points,No,NA,5,Yes,Yes,5,4
33,Female,Hyderabad,Employed - Part Time,20000-50000,<1,"Talabat, Deliveroo",4,3,4,Yes,Keto,Yes,"Combo offers, Fresh food, Sustainability",Sometimes,801-1200,<400,Loyalty points,Yes,High Cost,3,Yes,No,3,3
29,Male,Chennai,Currently Unemployed,50001-80000,<1,"Zomato, Deliveroo",5,5,4,Yes,Vegetarian,Yes,"Combo offers, Fresh food, Fast delivery",Sometimes,<250,801-1000,Cashback,No,NA,3,Yes,Yes,3,2
31,Male,Bangalore,Student,50001-80000,1-2,"Uber Eats, Swiggy",4,5,3,Yes,Vegetarian,Yes,"Sustainability, Discounts, Fast delivery",Often,501-800,<400,Cashback,No,NA,4,No,No,5,4
24,Male,Bangalore,Retired,50001-80000,1-2,"Talabat, Deliveroo, Others",2,5,3,Yes,Vegan,No,"Sustainability, Combo offers, Fast delivery",Sometimes,<250,400-600,Cashback,No,NA,4,Yes,No,3,4
